isbn13,isbn10,aladin_item_id,title,author,publisher,pub_date,category_id,category_name,price_standard,price_sales,cover_url,description,active,discontinue_mode,discontinue_reason,discontinue_at,discontinue_by,reactivated_at,expected_soldout_at,source,created_at,updated_at
9790981806357,,,Veniam ut.,손상호,(유) 브레인유통,2024-08-05,104,국내도서>자기계발,22000,19714,https://example.com/covers/9790981806357.jpg,Vel dolor autem distinctio earum illum sint animi modi praesentium.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9795946368871,,,Et incidunt placeat vitae.,심아름,(유) 백제,2020-02-09,104,국내도서>인문학>철학,14500,13753,https://example.com/covers/9795946368871.jpg,Officia temporibus alias qui reiciendis amet totam.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9796213721382,,,Ducimus harum odit praesentium temporibus.,박서현,유한회사 가람신라솔루션,2019-06-11,106,국내도서>자기계발,21500,19605,https://example.com/covers/9796213721382.jpg,At reprehenderit doloremque distinctio tempora totam occaecati sunt quisquam illo alias.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9790127961148,,,Porro.,이준혁,유한회사 국민,2019-07-02,101,국내도서>자기계발,16000,13919,https://example.com/covers/9790127961148.jpg,Praesentium magni explicabo nobis repellendus qui iste ad amet.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9794902770383,,,Suscipit.,윤건우,(유) 보람기획,2017-07-15,105,국내도서>아동>어린이,18000,15967,https://example.com/covers/9794902770383.jpg,Culpa maiores voluptas rerum quis sed placeat recusandae.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9790530214657,,,Iste sit consequatur cupiditate nihil.,이도현,주식회사 신라시너지센터,2019-10-04,102,국내도서>아동>어린이,30000,24659,https://example.com/covers/9790530214657.jpg,Veniam unde officia occaecati tenetur voluptate dicta.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9798489554398,,,Amet nulla nobis corrupti.,김윤서,유한회사 우리코스메틱,2019-11-19,101,국내도서>인문학>철학,15000,12641,https://example.com/covers/9798489554398.jpg,Dolore dicta veniam repellendus eaque quia fugit inventore dignissimos.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9798451848944,,,Voluptatum eligendi perspiciatis in.,김성민,주식회사 중앙에코소프트,2020-01-06,104,국내도서>경제경영>경영전략,31000,28472,https://example.com/covers/9798451848944.jpg,Nesciunt officia assumenda iusto sit voluptate id distinctio fugit incidunt nisi asperiores.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9799071416339,,,Animi ex doloremque tenetur voluptatum vel.,최지아,(주) 모두테크,2022-05-15,105,국내도서>아동>어린이,34500,28333,https://example.com/covers/9799071416339.jpg,Fugit voluptate perferendis consequatur tempora aliquam debitis cumque laudantium excepturi iusto at quae inventore ea et.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9796518275535,,,Libero voluptate eligendi.,이지후,(유) 유니온보람전자,2024-04-12,106,국내도서>자기계발,37500,35284,https://example.com/covers/9796518275535.jpg,Et voluptatum quis corrupti sequi omnis reiciendis amet corrupti.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9793343333959,,,Ducimus.,김정식,(주) 월드가온정보통신,2025-06-13,106,국내도서>자기계발,13500,11934,https://example.com/covers/9793343333959.jpg,Voluptates natus itaque beatae quaerat corporis expedita dignissimos eligendi rerum quibusdam reprehenderit.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9797595794728,,,Tempora nesciunt nesciunt voluptas minima.,이명자,(주) 브레인가야시스템즈,2021-11-13,102,국내도서>아동>어린이,33000,27610,https://example.com/covers/9797595794728.jpg,Hic nihil veritatis saepe corrupti aspernatur rerum optio iste.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9798085627182,,,Saepe.,이경희,유한회사 보람,2026-03-13,106,국내도서>경제경영>경영전략,23500,20429,https://example.com/covers/9798085627182.jpg,Consectetur sint reiciendis eligendi reiciendis quia molestias nobis at ducimus dolores quo id accusantium dignissimos.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9794284347951,,,Quod eligendi quibusdam omnis blanditiis.,이준서,주식회사 비전코어네트워크,2021-07-29,102,국내도서>과학>자연과학,20500,18677,https://example.com/covers/9794284347951.jpg,Maiores laudantium suscipit labore natus in quidem repellat nostrum ipsa incidunt aliquam.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9794729293140,,,Voluptate perspiciatis officia quae ut minima.,김예은,유한회사 백제바이오,2021-06-25,104,국내도서>경제경영>경영전략,34500,28944,https://example.com/covers/9794729293140.jpg,Placeat error dolorum incidunt necessitatibus mollitia totam maiores magni.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9790267288570,,,Atque optio necessitatibus ducimus ducimus aspernatur.,김정숙,주식회사 신라그룹,2016-09-13,105,국내도서>소설/시/희곡>한국소설,18500,16128,https://example.com/covers/9790267288570.jpg,Impedit provident et quam quidem ipsum repellat exercitationem.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9794717545589,,,Distinctio aspernatur voluptatem.,장시우,(주) 신라네트웍스,2026-02-08,104,국내도서>소설/시/희곡>한국소설,26500,22939,https://example.com/covers/9794717545589.jpg,Cupiditate labore porro sit vitae nobis laborum.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9799824558774,,,Repellat nulla porro vitae perferendis rem.,김병철,주식회사 가야상사,2019-06-13,103,국내도서>과학>자연과학,37000,33378,https://example.com/covers/9799824558774.jpg,Officiis officiis ipsa numquam ratione deleniti error iure labore accusantium cumque corrupti praesentium vitae.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9795699611255,,,Accusantium ipsum doloribus eos.,이순옥,유한회사 씨앤씨코스메틱,2019-01-03,103,국내도서>자기계발,16000,13676,https://example.com/covers/9795699611255.jpg,Nisi mollitia enim laborum laborum nihil nostrum perspiciatis repellendus laborum quaerat minus in et aperiam tempora.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9797598762205,,,Suscipit blanditiis numquam officia.,이민준,주식회사 원더,2017-12-27,106,국내도서>자기계발,13000,10795,https://example.com/covers/9797598762205.jpg,Ipsa magni nesciunt placeat ullam sequi quaerat iusto sunt quam hic impedit.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9791780068113,,,Recusandae reiciendis sapiente.,이지아,유한회사 글로벌,2025-05-20,106,국내도서>과학>자연과학,17000,14623,https://example.com/covers/9791780068113.jpg,Dicta non aut impedit voluptatibus esse distinctio aliquid accusantium.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9792282005576,,,Explicabo culpa repudiandae.,김명자,(주) 중앙마루네트웍스,2020-03-06,104,국내도서>경제경영>경영전략,23500,22231,https://example.com/covers/9792282005576.jpg,Dolore ducimus excepturi explicabo aliquid soluta eaque corrupti porro maiores pariatur provident unde ipsa itaque.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9799796884574,,,Corrupti.,강지혜,(주) 윈드네트워크,2021-05-17,103,국내도서>인문학>철학,26000,22713,https://example.com/covers/9799796884574.jpg,Occaecati sit tenetur culpa eos ipsam magni quasi aut.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9798254780779,,,Ex consequuntur sed ipsa impedit.,김지원,(유) 윈드네오기획,2017-05-19,103,국내도서>아동>어린이,18500,15726,https://example.com/covers/9798254780779.jpg,Fuga quidem facere pariatur corrupti quidem in dolorem reiciendis impedit illum.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9796866326637,,,Veritatis maiores placeat velit ipsam.,오옥순,(주) 브레인에너지,2019-04-26,102,국내도서>아동>어린이,17000,15629,https://example.com/covers/9796866326637.jpg,Voluptatem cum aperiam quis optio odit temporibus animi occaecati quae optio maxime eos.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9794846312243,,,Suscipit praesentium sit quam et.,류지후,주식회사 하나,2019-05-27,104,국내도서>인문학>철학,12500,11388,https://example.com/covers/9794846312243.jpg,Ipsum dignissimos molestias ratione officiis possimus suscipit quos illo deserunt error alias ex.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9792080214422,,,Quasi.,이미숙,(유) 유니온,2023-09-20,101,국내도서>경제경영>경영전략,31500,25890,https://example.com/covers/9792080214422.jpg,Quidem cum adipisci recusandae nihil dolores quo quas voluptates beatae animi fuga.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9797570512040,,,Magni commodi.,노예원,(주) 우리,2020-03-28,104,국내도서>경제경영>경영전략,33500,28306,https://example.com/covers/9797570512040.jpg,Voluptatem rem voluptates natus tempora occaecati modi nisi expedita eligendi quos quaerat.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9791367303712,,,Quaerat maxime.,이영환,유한회사 국민나루전자,2021-01-10,104,국내도서>자기계발,25500,24096,https://example.com/covers/9791367303712.jpg,Aspernatur aperiam suscipit labore ipsum fuga minima nihil maxime hic ea libero incidunt.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9790881474359,,,Porro veniam quasi.,김영일,유한회사 글로벌한가람테크,2025-01-23,102,국내도서>자기계발,37000,32428,https://example.com/covers/9790881474359.jpg,Blanditiis distinctio labore quia velit fuga veritatis nobis illum blanditiis nemo aliquam corrupti fuga voluptatibus.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9799163009791,,,Impedit.,안민수,유한회사 겨레,2023-07-17,102,국내도서>과학>자연과학,13500,11230,https://example.com/covers/9799163009791.jpg,Suscipit dolor reprehenderit laborum commodi expedita sit impedit nemo natus tempore.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9790052812737,,,Labore quam non quis.,박예원,주식회사 한강보람기획,2017-04-18,104,국내도서>자기계발,19000,16056,https://example.com/covers/9790052812737.jpg,Optio illum doloremque hic molestiae vero suscipit quasi officia sint provident nemo recusandae provident natus commodi.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9792407784874,,,Assumenda veritatis molestiae.,성옥순,(주) 글로벌코어항공,2020-03-26,103,국내도서>인문학>철학,15000,13728,https://example.com/covers/9792407784874.jpg,Vitae eius dignissimos rerum saepe neque assumenda modi eum.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9798218274481,,,Aliquid similique.,이승현,(유) 시너지,2017-08-17,106,국내도서>아동>어린이,20500,17820,https://example.com/covers/9798218274481.jpg,At voluptatem molestiae eligendi delectus quisquam culpa veritatis perspiciatis animi vero.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9795935186387,,,Ad animi harum eum.,이성훈,(주) 다올소프트,2024-08-07,105,국내도서>인문학>철학,30500,26289,https://example.com/covers/9795935186387.jpg,Nesciunt laudantium quibusdam harum beatae aperiam iure illum laborum illum doloremque suscipit eaque vitae perferendis doloribus.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9798102203177,,,Officiis commodi.,박지혜,주식회사 나루,2019-12-05,106,국내도서>과학>자연과학,15000,13582,https://example.com/covers/9798102203177.jpg,Molestiae cumque doloribus veritatis vero nam aliquam repellat vero nulla officiis cumque.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9794053910379,,,Ut laboriosam nisi.,이순자,주식회사 조선,2017-05-07,106,국내도서>소설/시/희곡>한국소설,37000,32076,https://example.com/covers/9794053910379.jpg,Eligendi cum modi architecto at praesentium rerum quam voluptatum soluta distinctio magnam reiciendis sunt veniam.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9790948014139,,,Voluptatum.,김현준,주식회사 우리종합에이아이,2018-03-13,102,국내도서>아동>어린이,25500,22187,https://example.com/covers/9790948014139.jpg,Totam consequatur ullam non a ab cupiditate.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9799288619578,,,Tempora provident quis modi ratione officiis.,김준영,유한회사 푸른,2016-06-05,101,국내도서>경제경영>경영전략,31000,28613,https://example.com/covers/9799288619578.jpg,Explicabo repellat repudiandae facere debitis quisquam possimus ab iure.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9792897558559,,,Ipsam dolore accusantium eligendi.,이미경,(유) 한가람,2017-01-24,106,국내도서>인문학>철학,22000,19780,https://example.com/covers/9792897558559.jpg,Doloremque laudantium facilis eligendi temporibus provident distinctio deserunt reprehenderit id.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9798457760042,,,Necessitatibus laudantium mollitia optio natus.,최명자,(주) 글로벌솔루션,2024-10-24,103,국내도서>소설/시/희곡>한국소설,28000,24053,https://example.com/covers/9798457760042.jpg,Sequi sunt quas earum sed ad voluptas perspiciatis nostrum perspiciatis sunt a incidunt perferendis officiis.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9790488899210,,,Inventore voluptatum earum perspiciatis.,이정훈,주식회사 겨레,2024-07-30,102,국내도서>인문학>철학,10000,8677,https://example.com/covers/9790488899210.jpg,Ullam minus et hic ex sunt rem voluptatibus dolorem porro vero.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9794196931576,,,Deserunt eveniet aperiam numquam adipisci.,김주원,(유) 마음국민출판,2017-02-20,101,국내도서>아동>어린이,14500,13100,https://example.com/covers/9794196931576.jpg,Vero rerum reprehenderit maxime dolores asperiores nobis ipsa atque ipsum.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9796105566138,,,Assumenda aperiam alias et.,김미정,(주) 백제중앙전자,2026-03-15,106,국내도서>자기계발,32500,28266,https://example.com/covers/9796105566138.jpg,Aut animi amet sed illo nulla illum sint.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9798925832066,,,Ab fugit recusandae sunt nulla excepturi vel quos.,이병철,(주) 종합기술,2020-09-01,101,국내도서>경제경영>경영전략,23000,20151,https://example.com/covers/9798925832066.jpg,Ratione deserunt nemo odit ducimus in quam ipsam doloribus reiciendis aperiam est ipsa vero quidem est.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9791790864163,,,Quod corporis est.,이건우,주식회사 겨레,2017-10-13,102,국내도서>과학>자연과학,25000,22317,https://example.com/covers/9791790864163.jpg,Magni saepe similique in deserunt dicta tenetur quos exercitationem pariatur.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9793898331462,,,Nobis ex neque vitae nulla in cum.,안광수,(주) 첨단센터,2025-04-29,101,국내도서>자기계발,19000,16601,https://example.com/covers/9793898331462.jpg,Iure distinctio laboriosam quisquam repellendus rem fugiat id repudiandae ab.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9795904259791,,,Aut.,최민수,주식회사 첨단조선연구소,2017-02-25,102,국내도서>경제경영>경영전략,13500,12272,https://example.com/covers/9795904259791.jpg,Voluptate dicta eligendi dolor ea cupiditate sed.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9791039240512,,,Debitis accusantium sapiente tenetur.,장성훈,(유) 라온신문,2026-01-27,103,국내도서>경제경영>경영전략,18500,16949,https://example.com/covers/9791039240512.jpg,Dolores repellat optio velit voluptate voluptatum sunt soluta aperiam corporis unde recusandae deleniti fugiat.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9794879206984,,,Et inventore odio.,권은서,(유) 나루,2025-08-27,103,국내도서>경제경영>경영전략,10000,9225,https://example.com/covers/9794879206984.jpg,Doloribus occaecati eius consectetur magni nesciunt laborum quas quos ratione nostrum cumque.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9790164510460,,,Quibusdam officia magni libero iure eum.,한정웅,유한회사 미래조선은행,2018-05-16,101,국내도서>인문학>철학,16000,14128,https://example.com/covers/9790164510460.jpg,Officiis dignissimos tempora iste doloremque dolor incidunt fugiat culpa sapiente ducimus assumenda quibusdam eos maxime dolorem.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9793878003846,,,Iure numquam incidunt.,이준서,(유) 시너지가야보안,2017-12-24,102,국내도서>소설/시/희곡>한국소설,19500,16869,https://example.com/covers/9793878003846.jpg,Doloremque officia facere assumenda sapiente maiores officia ratione unde atque architecto alias dicta.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9793840460844,,,Perferendis dolorum quia.,홍서연,주식회사 한가람,2021-12-03,106,국내도서>경제경영>경영전략,16000,13302,https://example.com/covers/9793840460844.jpg,Totam ab error reprehenderit quos illo illo neque omnis iusto maiores quis corrupti id dolorem.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9799363926492,,,Labore maiores ratione quidem quam.,안성수,유한회사 하나자동차,2024-11-07,102,국내도서>자기계발,19500,16341,https://example.com/covers/9799363926492.jpg,Ipsa sequi adipisci consequuntur soluta esse qui libero omnis explicabo.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9792482629251,,,In placeat illo quod modi.,김종수,주식회사 브레인은행,2018-04-06,101,국내도서>경제경영>경영전략,11000,9474,https://example.com/covers/9792482629251.jpg,Dignissimos hic modi deleniti autem necessitatibus iste tempora at aut mollitia adipisci.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9795664742311,,,Laborum delectus.,차서준,(유) 코어플랫폼,2017-10-12,105,국내도서>아동>어린이,13000,11110,https://example.com/covers/9795664742311.jpg,Iste fuga accusamus eveniet tenetur hic voluptatibus consectetur.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9793305172893,,,Laboriosam architecto veritatis sint.,김시우,유한회사 네오,2024-04-07,104,국내도서>과학>자연과학,24000,21158,https://example.com/covers/9793305172893.jpg,Nemo est dicta quaerat itaque dicta voluptatibus ipsum repudiandae non doloribus eveniet necessitatibus laudantium iure aliquam.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9796046333127,,,Enim sunt itaque.,오수진,주식회사 씨앤씨,2018-08-13,103,국내도서>과학>자연과학,23000,21513,https://example.com/covers/9796046333127.jpg,Debitis nulla inventore harum omnis praesentium atque praesentium aliquam suscipit.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9799656999882,,,Harum.,박정숙,주식회사 월드자동차,2020-06-28,101,국내도서>과학>자연과학,29500,25942,https://example.com/covers/9799656999882.jpg,Commodi fuga quidem magnam quod illum cumque dignissimos aliquid ad odit perferendis iure exercitationem id.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9796086803475,,,Id ab beatae.,이지아,유한회사 고구려고려소프트,2021-02-26,102,국내도서>과학>자연과학,21500,18452,https://example.com/covers/9796086803475.jpg,Consequuntur reprehenderit sapiente cupiditate accusantium aut eos modi hic aspernatur quis perspiciatis corrupti.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9792771812982,,,Debitis quaerat tempora minus ipsam.,윤영진,(주) 시너지,2022-09-14,104,국내도서>소설/시/희곡>한국소설,13000,10962,https://example.com/covers/9792771812982.jpg,Ipsam nisi aliquid fugiat dicta dolorum tenetur dicta accusamus adipisci accusamus.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9797145211170,,,Vero.,김춘자,주식회사 한강,2020-06-15,106,국내도서>과학>자연과학,29000,26520,https://example.com/covers/9797145211170.jpg,Aliquid maiores repellendus eum occaecati numquam vel hic incidunt.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9796860259221,,,Distinctio explicabo.,이성수,주식회사 우리마루기술,2017-09-14,106,국내도서>소설/시/희곡>한국소설,36500,31920,https://example.com/covers/9796860259221.jpg,Officiis fuga architecto dolor error nisi voluptatem aut modi voluptatibus sed.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9797421230949,,,Dolorum atque eveniet occaecati.,유종수,(유) 넥스트에너지,2016-09-26,104,국내도서>아동>어린이,9000,8324,https://example.com/covers/9797421230949.jpg,Architecto accusantium totam ipsum maiores quia magnam provident accusamus accusantium quis commodi dolores incidunt.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9799776719902,,,Nulla animi fugiat.,김상철,주식회사 한강정보통신,2019-05-19,106,국내도서>아동>어린이,16500,15289,https://example.com/covers/9799776719902.jpg,Consequatur et ratione aliquam recusandae impedit repellat quibusdam dolorem quasi exercitationem dignissimos.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9790502099459,,,Vel.,송정자,유한회사 유니온에너지,2021-08-27,102,국내도서>경제경영>경영전략,11500,10434,https://example.com/covers/9790502099459.jpg,Ipsam ab sit architecto deserunt odio consequuntur dignissimos at.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9799982795011,,,Molestias recusandae dignissimos magni incidunt.,김상철,주식회사 종합마음신문,2022-03-13,104,국내도서>소설/시/희곡>한국소설,33500,30773,https://example.com/covers/9799982795011.jpg,Nemo voluptas dicta similique laboriosam veritatis facere fugiat iusto in non.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9792145868331,,,Quis reprehenderit.,김영미,(유) 종합항공,2019-12-03,106,국내도서>자기계발,28500,25329,https://example.com/covers/9792145868331.jpg,Mollitia cupiditate fugit esse eligendi natus laboriosam ex quaerat.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9799469548994,,,Culpa deleniti accusamus magnam quas.,유진우,(유) 시너지,2020-01-08,104,국내도서>아동>어린이,20000,18295,https://example.com/covers/9799469548994.jpg,Est voluptates architecto suscipit voluptatibus commodi ut cum quis vero quo quibusdam expedita quae.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9799343010715,,,Possimus officiis unde quasi doloribus alias.,강정숙,주식회사 모두,2021-09-05,104,국내도서>소설/시/희곡>한국소설,32500,28060,https://example.com/covers/9799343010715.jpg,Iste perspiciatis ducimus nobis veritatis sapiente accusamus quo officia totam id nesciunt tempore maxime deleniti in.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9793441448852,,,Ducimus esse.,윤영미,유한회사 한강고려네트워크,2018-08-21,103,국내도서>인문학>철학,33500,29194,https://example.com/covers/9793441448852.jpg,Quod exercitationem consequuntur quibusdam ut id est voluptates repellendus a architecto possimus minima omnis quasi.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9792355770271,,,Debitis delectus consequatur laborum.,김윤서,주식회사 다올금고,2016-08-17,105,국내도서>인문학>철학,13500,11881,https://example.com/covers/9792355770271.jpg,Repellat deleniti voluptatem sit ipsam totam autem odio aspernatur.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9798495880399,,,Fugiat eius.,최영수,(주) 가람,2025-08-02,102,국내도서>인문학>철학,30500,28343,https://example.com/covers/9798495880399.jpg,Eaque veritatis pariatur ratione aliquam distinctio recusandae fugiat.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9792996291456,,,Voluptates quis ut labore excepturi.,이중수,주식회사 스타코어은행,2021-09-08,101,국내도서>과학>자연과학,31500,29421,https://example.com/covers/9792996291456.jpg,Nostrum voluptate sit rem a sit illo saepe unde ad commodi minus.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9794384215037,,,Fuga nulla omnis labore impedit.,민진호,(주) 첨단스타그룹,2026-01-18,104,국내도서>아동>어린이,11500,9660,https://example.com/covers/9794384215037.jpg,Perspiciatis doloremque laborum qui recusandae expedita vel velit labore omnis praesentium aut.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9798452182306,,,Eos deserunt corporis maxime nemo sequi.,김지우,유한회사 네오에코네트웍스,2025-01-11,101,국내도서>인문학>철학,23500,22118,https://example.com/covers/9798452182306.jpg,Optio dolores distinctio quidem optio at ipsa quaerat cum ut temporibus quisquam dolore ducimus.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9795701840949,,,Veritatis perferendis pariatur ullam.,박지우,주식회사 제나종합기술,2024-01-30,102,국내도서>인문학>철학,29000,24822,https://example.com/covers/9795701840949.jpg,Fugiat quaerat quasi fugit odit natus sequi repellat dolore blanditiis assumenda at.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9794224109885,,,Vel quia blanditiis facilis sequi veritatis nemo a.,박준혁,(유) 스타푸른랩스,2022-05-27,105,국내도서>인문학>철학,12000,10262,https://example.com/covers/9794224109885.jpg,Optio nihil autem ab sequi et repellendus error dolor perspiciatis corporis eligendi quia sed repudiandae.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9792149587023,,,Sapiente.,박정수,유한회사 첨단라온코스메틱,2025-02-21,104,국내도서>소설/시/희곡>한국소설,9500,7896,https://example.com/covers/9792149587023.jpg,Provident fugiat voluptatem ex repudiandae distinctio quasi repellat praesentium amet sint.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
