isbn13,store_id,base_demand,conf_low,conf_high
9791124083079,12,0.66,0.49,0.82
9791124083079,13,0.76,0.57,0.95
9791124083079,14,0.76,0.57,0.95
9791124083079,15,4.81,3.61,6.02
9791124083079,16,4.57,3.43,5.72
9791124086247,1,0.7,0.52,0.87
9791124086247,2,0.7,0.52,0.87
9791124086247,3,0.67,0.5,0.84
9791124086247,4,0.67,0.5,0.84
9791124086247,5,0.66,0.49,0.82
9791124086247,6,0.66,0.49,0.82
9791124086247,7,0.7,0.52,0.87
9791124086247,8,0.7,0.52,0.87
9791124086247,9,0.67,0.5,0.84
9791124086247,10,0.67,0.5,0.84
9791124086247,11,0.66,0.49,0.82
9791124086247,12,0.66,0.49,0.82
9791124086247,13,0.76,0.57,0.95
9791124086247,14,0.76,0.57,0.95
9791124086247,15,4.81,3.61,6.02
9791124086247,16,4.81,3.61,6.02
9791124087770,1,0.7,0.52,0.87
9791124087770,2,0.7,0.52,0.87
9791124087770,3,0.67,0.5,0.84
9791124087770,4,0.67,0.5,0.84
9791124087770,5,0.66,0.49,0.82
9791124087770,6,0.66,0.49,0.82
9791124087770,7,0.7,0.52,0.87
9791124087770,8,0.7,0.52,0.87
9791124087770,9,0.67,0.5,0.84
9791124087770,10,0.67,0.5,0.84
9791124087770,11,0.66,0.49,0.82
9791124087770,12,0.14,0.11,0.18
9791124087770,13,0.76,0.57,0.95
9791124087770,14,0.76,0.57,0.95
9791124087770,15,4.81,3.61,6.02
9791124087770,16,4.3,3.22,5.37
9791124087787,1,0.7,0.52,0.87
9791124087787,2,0.7,0.52,0.87
9791124087787,3,0.67,0.5,0.84
9791124087787,4,0.67,0.5,0.84
9791124087787,5,0.66,0.49,0.82
9791124087787,6,0.66,0.49,0.82
9791124087787,7,0.7,0.52,0.87
9791124087787,8,0.7,0.52,0.87
9791124087787,9,0.67,0.5,0.84
9791124087787,10,0.67,0.5,0.84
9791124087787,11,0.66,0.49,0.82
9791124087787,12,0.66,0.49,0.82
9791124087787,13,0.76,0.57,0.95
9791124087787,14,0.76,0.57,0.95
9791124087787,15,4.81,3.61,6.02
9791124087787,16,4.81,3.61,6.02
9791124102039,1,0.7,0.52,0.87
9791124102039,2,0.7,0.52,0.87
9791124102039,3,0.67,0.5,0.84
9791124102039,4,0.67,0.5,0.84
9791124102039,5,0.66,0.49,0.82
9791124102039,6,0.66,0.49,0.82
9791124102039,7,0.7,0.52,0.87
9791124102039,8,0.7,0.52,0.87
9791124102039,9,0.67,0.5,0.84
9791124102039,10,0.67,0.5,0.84
9791124102039,11,0.66,0.49,0.82
9791124102039,12,0.66,0.49,0.82
9791124102039,13,0.76,0.57,0.95
9791124102039,14,0.76,0.57,0.95
9791124102039,15,4.81,3.61,6.02
9791124102039,16,4.81,3.61,6.02
9791124105078,1,0.7,0.52,0.87
9791124105078,2,0.7,0.52,0.87
9791124105078,3,0.67,0.5,0.84
9791124105078,4,0.67,0.5,0.84
9791124105078,5,0.66,0.49,0.82
9791124105078,6,0.66,0.49,0.82
9791124105078,7,0.7,0.52,0.87
9791124105078,8,0.7,0.52,0.87
9791124105078,9,0.67,0.5,0.84
9791124105078,10,0.67,0.5,0.84
9791124105078,11,0.66,0.49,0.82
9791124105078,12,0.66,0.49,0.82
9791124105078,13,0.76,0.57,0.95
9791124105078,14,0.76,0.57,0.95
9791124105078,15,4.81,3.61,6.02
9791124105078,16,4.81,3.61,6.02
9791124110218,1,0.7,0.52,0.87
9791124110218,2,0.7,0.52,0.87
9791124110218,3,0.67,0.5,0.84
9791124110218,4,0.67,0.5,0.84
9791124110218,5,0.66,0.49,0.82
9791124110218,6,0.66,0.49,0.82
9791124110218,7,0.7,0.52,0.87
9791124110218,8,0.7,0.52,0.87
9791124110218,9,0.67,0.5,0.84
9791124110218,10,0.67,0.5,0.84
9791124110218,11,0.66,0.49,0.82
9791124110218,12,0.66,0.49,0.82
9791124110218,13,0.76,0.57,0.95
9791124110218,14,0.76,0.57,0.95
9791124110218,15,4.81,3.61,6.02
9791124110218,16,4.81,3.61,6.02
9791124114322,1,0.7,0.52,0.87
9791124114322,2,0.7,0.52,0.87
9791124114322,3,0.67,0.5,0.84
9791124114322,4,0.67,0.5,0.84
9791124114322,5,0.66,0.49,0.82
9791124114322,6,0.66,0.49,0.82
9791124114322,7,0.7,0.52,0.87
9791124114322,8,0.7,0.52,0.87
9791124114322,9,0.43,0.32,0.54
9791124114322,10,0.67,0.5,0.84
9791124114322,11,0.66,0.49,0.82
9791124114322,12,0.66,0.49,0.82
9791124114322,13,0.76,0.57,0.95
9791124114322,14,0.76,0.57,0.95
9791124114322,15,4.81,3.61,6.02
9791124114322,16,4.57,3.43,5.72
9791124121092,1,0.7,0.52,0.87
9791124121092,2,0.7,0.52,0.87
9791124121092,3,0.67,0.5,0.84
9791124121092,4,0.67,0.5,0.84
9791124121092,5,0.66,0.49,0.82
9791124121092,6,0.66,0.49,0.82
9791124121092,7,0.7,0.52,0.87
9791124121092,8,0.7,0.52,0.87
9791124121092,9,0.67,0.5,0.84
9791124121092,10,0.67,0.5,0.84
9791124121092,11,0.66,0.49,0.82
9791124121092,12,0.66,0.49,0.82
9791124121092,13,0.76,0.57,0.95
9791124121092,14,0.76,0.57,0.95
9791124121092,15,4.81,3.61,6.02
9791124121092,16,4.81,3.61,6.02
9791124128565,1,0.7,0.52,0.87
9791124128565,2,0.7,0.52,0.87
9791124128565,3,0.67,0.5,0.84
9791124128565,4,0.67,0.5,0.84
9791124128565,5,0.66,0.49,0.82
9791124128565,6,0.66,0.49,0.82
9791124128565,7,0.43,0.32,0.54
9791124128565,8,0.7,0.52,0.87
9791124128565,9,0.67,0.5,0.84
9791124128565,10,0.29,0.21,0.36
9791124128565,11,0.66,0.49,0.82
9791124128565,12,0.66,0.49,0.82
9791124128565,13,0.76,0.57,0.95
9791124128565,14,0.76,0.57,0.95
9791124128565,15,4.81,3.61,6.02
9791124128565,16,4.16,3.12,5.2
9791124128749,1,14.35,10.76,17.93
9791124128749,2,14.97,11.23,18.72
9791124128749,3,14.62,10.96,18.27
9791124128749,4,14.56,10.92,18.2
9791124128749,5,14.39,10.79,17.99
9791124128749,6,14.71,11.03,18.38
9791124128749,7,14.66,10.99,18.32
9791124128749,8,14.49,10.87,18.12
9791124128749,9,14.68,11.01,18.35
9791124128749,10,14.5,10.87,18.12
9791124128749,11,14.66,10.99,18.32
9791124128749,12,14.66,11,18.33
9791124128749,13,14.38,10.79,17.98
9791124128749,14,14.24,10.68,17.8
9791124128749,15,101.98,76.48,127.47
9791124128749,16,101.89,76.42,127.36
9791124133743,1,14.18,10.63,17.72
9791124133743,2,13.93,10.45,17.41
9791124133743,3,13.66,10.24,17.07
9791124133743,4,13.74,10.3,17.17
9791124133743,5,13.38,10.04,16.73
9791124133743,6,12.88,9.66,16.1
9791124133743,7,14.06,10.55,17.58
9791124133743,8,13.97,10.48,17.46
9791124133743,9,13.86,10.39,17.32
9791124133743,10,13.72,10.29,17.15
9791124133743,11,13.05,9.79,16.31
9791124133743,12,13.43,10.07,16.79
9791124133743,13,14.54,10.91,18.18
9791124133743,14,14.46,10.85,18.08
9791124133743,15,96.3,72.22,120.38
9791124133743,16,96.55,72.41,120.69
9791124133767,1,0.7,0.52,0.87
9791124133767,2,0.7,0.52,0.87
9791124133767,3,0.67,0.5,0.84
9791124133767,4,0.67,0.5,0.84
9791124133767,5,0.71,0.54,0.89
9791124133767,6,0.66,0.49,0.82
9791124133767,7,0.71,0.54,0.89
9791124133767,8,0.7,0.52,0.87
9791124133767,9,0.67,0.5,0.84
9791124133767,10,0.67,0.5,0.84
9791124133767,11,0.66,0.49,0.82
9791124133767,12,0.66,0.49,0.82
9791124133767,13,0.76,0.57,0.95
9791124133767,14,0.76,0.57,0.95
9791124133767,15,4.87,3.65,6.09
9791124133767,16,4.83,3.62,6.04
9791124205259,1,0.7,0.52,0.87
9791124205259,2,0.7,0.52,0.87
9791124205259,3,0.67,0.5,0.84
9791124205259,4,0.67,0.5,0.84
9791124205259,5,0.29,0.21,0.36
9791124205259,6,0.66,0.49,0.82
9791124205259,7,0.7,0.52,0.87
9791124205259,8,0.7,0.52,0.87
9791124205259,9,0.67,0.5,0.84
9791124205259,10,0.67,0.5,0.84
9791124205259,11,0.66,0.49,0.82
9791124205259,12,0.66,0.49,0.82
9791124205259,13,0.76,0.57,0.95
9791124205259,14,0.76,0.57,0.95
9791124205259,15,4.44,3.33,5.55
9791124205259,16,4.81,3.61,6.02
9791124205495,1,0.7,0.52,0.87
9791124205495,2,0.7,0.52,0.87
9791124205495,3,0.67,0.5,0.84
9791124205495,4,0.67,0.5,0.84
9791124205495,5,0.66,0.49,0.82
9791124205495,6,0.66,0.49,0.82
9791124205495,7,0.7,0.52,0.87
9791124205495,8,0.7,0.52,0.87
9791124205495,9,0.67,0.5,0.84
9791124205495,10,0.67,0.5,0.84
9791124205495,11,0.66,0.49,0.82
9791124205495,12,0.66,0.49,0.82
9791124205495,13,0.76,0.57,0.95
9791124205495,14,0.76,0.57,0.95
9791124205495,15,4.81,3.61,6.02
9791124205495,16,4.81,3.61,6.02
9791124226087,1,0.7,0.52,0.87
9791124226087,2,0.7,0.52,0.87
9791124226087,3,0.67,0.5,0.84
9791124226087,4,0.67,0.5,0.84
9791124226087,5,0.66,0.49,0.82
9791124226087,6,0.66,0.49,0.82
9791124226087,7,0.7,0.52,0.87
9791124226087,8,0.7,0.52,0.87
9791124226087,9,0.67,0.5,0.84
9791124226087,10,0.67,0.5,0.84
9791124226087,11,0.66,0.49,0.82
9791124226087,12,0.66,0.49,0.82
9791124226087,13,0.76,0.57,0.95
9791124226087,14,0.76,0.57,0.95
9791124226087,15,4.81,3.61,6.02
9791124226087,16,4.81,3.61,6.02
9791124248171,1,0.7,0.52,0.87
9791124248171,2,0.7,0.52,0.87
9791124248171,3,0.67,0.5,0.84
9791124248171,4,0.67,0.5,0.84
9791124248171,5,0.66,0.49,0.82
9791124248171,6,0.66,0.49,0.82
9791124248171,7,0.7,0.52,0.87
9791124248171,8,0,0,0
9791124248171,9,0.67,0.5,0.84
9791124248171,10,0.67,0.5,0.84
9791124248171,11,0.66,0.49,0.82
9791124248171,12,0.66,0.49,0.82
9791124248171,13,0.76,0.57,0.95
9791124248171,14,0.76,0.57,0.95
9791124248171,15,4.81,3.61,6.02
9791124248171,16,4.12,3.09,5.14
9791124248256,1,0.7,0.52,0.87
9791124248256,2,0.7,0.52,0.87
9791124248256,3,0.67,0.5,0.84
9791124248256,4,0.67,0.5,0.84
9791124248256,5,0.66,0.49,0.82
9791124248256,6,0.66,0.49,0.82
9791124248256,7,0.7,0.52,0.87
9791124248256,8,0.7,0.52,0.87
9791124248256,9,0.67,0.5,0.84
9791124248256,10,0.67,0.5,0.84
9791124248256,11,0.66,0.49,0.82
9791124248256,12,0.66,0.49,0.82
9791124248256,13,0.76,0.57,0.95
9791124248256,14,0.76,0.57,0.95
9791124248256,15,4.81,3.61,6.02
9791124248256,16,4.81,3.61,6.02
9791124248270,1,0.7,0.52,0.87
9791124248270,2,0.7,0.52,0.87
9791124248270,3,0.67,0.5,0.84
9791124248270,4,0.67,0.5,0.84
9791124248270,5,0.66,0.49,0.82
9791124248270,6,0.66,0.49,0.82
9791124248270,7,0.7,0.52,0.87
9791124248270,8,0.7,0.52,0.87
9791124248270,9,0.67,0.5,0.84
9791124248270,10,0.67,0.5,0.84
9791124248270,11,0.66,0.49,0.82
9791124248270,12,0.66,0.49,0.82
9791124248270,13,0.76,0.57,0.95
9791124248270,14,0.76,0.57,0.95
9791124248270,15,4.81,3.61,6.02
9791124248270,16,4.81,3.61,6.02
9791124248317,1,0.7,0.52,0.87
9791124248317,2,0.7,0.52,0.87
9791124248317,3,0.67,0.5,0.84
9791124248317,4,0.67,0.5,0.84
9791124248317,5,0.43,0.32,0.54
9791124248317,6,0.66,0.49,0.82
9791124248317,7,0.7,0.52,0.87
9791124248317,8,0.7,0.52,0.87
9791124248317,9,0.67,0.5,0.84
9791124248317,10,0.67,0.5,0.84
9791124248317,11,0.66,0.49,0.82
9791124248317,12,0.66,0.49,0.82
9791124248317,13,0.76,0.57,0.95
9791124248317,14,0.76,0.57,0.95
9791124248317,15,4.58,3.44,5.73
9791124248317,16,4.81,3.61,6.02
9791124255001,1,0.7,0.52,0.87
9791124255001,2,0.7,0.52,0.87
9791124255001,3,0.67,0.5,0.84
9791124255001,4,0.67,0.5,0.84
9791124255001,5,0.66,0.49,0.82
9791124255001,6,0.66,0.49,0.82
9791124255001,7,0.7,0.52,0.87
9791124255001,8,0.7,0.52,0.87
9791124255001,9,0.67,0.5,0.84
9791124255001,10,0.67,0.5,0.84
9791124255001,11,0.29,0.21,0.36
9791124255001,12,0.66,0.49,0.82
9791124255001,13,0.76,0.57,0.95
9791124255001,14,0.76,0.57,0.95
9791124255001,15,4.81,3.61,6.02
9791124255001,16,4.44,3.33,5.55
9791124255131,1,0.7,0.52,0.87
9791124255131,2,0.7,0.52,0.87
9791124255131,3,0.67,0.5,0.84
9791124255131,4,0.67,0.5,0.84
9791124255131,5,0.66,0.49,0.82
9791124255131,6,0.66,0.49,0.82
9791124255131,7,0.7,0.52,0.87
9791124255131,8,0.7,0.52,0.87
9791124255131,9,0.67,0.5,0.84
9791124255131,10,0.67,0.5,0.84
9791124255131,11,0.66,0.49,0.82
9791124255131,12,0.66,0.49,0.82
9791124255131,13,0.76,0.57,0.95
9791124255131,14,0.76,0.57,0.95
9791124255131,15,4.81,3.61,6.02
9791124255131,16,4.81,3.61,6.02
9791124255155,1,0.7,0.52,0.87
9791124255155,2,0.7,0.52,0.87
9791124255155,3,0.67,0.5,0.84
9791124255155,4,0.67,0.5,0.84
9791124255155,5,0.29,0.21,0.36
9791124255155,6,0.66,0.49,0.82
9791124255155,7,0.7,0.52,0.87
9791124255155,8,0.7,0.52,0.87
9791124255155,9,0.67,0.5,0.84
9791124255155,10,0.67,0.5,0.84
9791124255155,11,0.66,0.49,0.82
9791124255155,12,0.66,0.49,0.82
9791124255155,13,0.76,0.57,0.95
9791124255155,14,0.76,0.57,0.95
9791124255155,15,4.44,3.33,5.55
9791124255155,16,4.81,3.61,6.02
9791124262504,1,0.7,0.52,0.87
9791124262504,2,0.7,0.52,0.87
9791124262504,3,0.67,0.5,0.84
9791124262504,4,0.67,0.5,0.84
9791124262504,5,0.14,0.11,0.18
9791124262504,6,0.66,0.49,0.82
9791124262504,7,0.43,0.32,0.54
9791124262504,8,0.7,0.52,0.87
9791124262504,9,0.67,0.5,0.84
9791124262504,10,0.67,0.5,0.84
9791124262504,11,0.66,0.49,0.82
9791124262504,12,0.66,0.49,0.82
9791124262504,13,0.76,0.57,0.95
9791124262504,14,0.76,0.57,0.95
9791124262504,15,4.3,3.22,5.37
9791124262504,16,4.54,3.41,5.68
9791124272336,1,0.7,0.52,0.87
9791124272336,2,0.7,0.52,0.87
9791124272336,3,0.67,0.5,0.84
9791124272336,4,0.67,0.5,0.84
9791124272336,5,0.66,0.49,0.82
9791124272336,6,0.66,0.49,0.82
9791124272336,7,0.7,0.52,0.87
9791124272336,8,0.7,0.52,0.87
9791124272336,9,0.67,0.5,0.84
9791124272336,10,0.67,0.5,0.84
9791124272336,11,0.66,0.49,0.82
9791124272336,12,0.66,0.49,0.82
9791124272336,13,0.76,0.57,0.95
9791124272336,14,0.76,0.57,0.95
9791124272336,15,4.81,3.61,6.02
9791124272336,16,4.81,3.61,6.02
9791124272343,1,0.7,0.52,0.87
9791124272343,2,0.7,0.52,0.87
9791124272343,3,0.67,0.5,0.84
9791124272343,4,0.67,0.5,0.84
9791124272343,5,0.66,0.49,0.82
9791124272343,6,0.66,0.49,0.82
9791124272343,7,0.7,0.52,0.87
9791124272343,8,0.7,0.52,0.87
9791124272343,9,0.67,0.5,0.84
9791124272343,10,0.67,0.5,0.84
9791124272343,11,0.66,0.49,0.82
9791124272343,12,0.66,0.49,0.82
9791124272343,13,0.76,0.57,0.95
9791124272343,14,0.76,0.57,0.95
9791124272343,15,4.81,3.61,6.02
9791124272343,16,4.81,3.61,6.02
9791124272398,1,0.7,0.52,0.87
9791124272398,2,0.7,0.52,0.87
9791124272398,3,0.67,0.5,0.84
9791124272398,4,0.67,0.5,0.84
9791124272398,5,0.66,0.49,0.82
9791124272398,6,0.66,0.49,0.82
9791124272398,7,0.7,0.52,0.87
9791124272398,8,0.7,0.52,0.87
9791124272398,9,0.67,0.5,0.84
9791124272398,10,0.67,0.5,0.84
9791124272398,11,0.66,0.49,0.82
9791124272398,12,0.66,0.49,0.82
9791124272398,13,0.76,0.57,0.95
9791124272398,14,0.76,0.57,0.95
9791124272398,15,4.81,3.61,6.02
9791124272398,16,4.81,3.61,6.02
9791124274699,1,0.7,0.52,0.87
9791124274699,2,0.7,0.52,0.87
9791124274699,3,0.67,0.5,0.84
9791124274699,4,0.67,0.5,0.84
9791124274699,5,0.66,0.49,0.82
9791124274699,6,0.66,0.49,0.82
9791124274699,7,0.7,0.52,0.87
9791124274699,8,0.7,0.52,0.87
9791124274699,9,0.67,0.5,0.84
9791124274699,10,0.67,0.5,0.84
9791124274699,11,0.66,0.49,0.82
9791124274699,12,0.66,0.49,0.82
9791124274699,13,0.76,0.57,0.95
9791124274699,14,0.76,0.57,0.95
9791124274699,15,4.81,3.61,6.02
9791124274699,16,4.81,3.61,6.02
9791124274705,1,0.7,0.52,0.87
9791124274705,2,0.7,0.52,0.87
9791124274705,3,0.67,0.5,0.84
9791124274705,4,0.67,0.5,0.84
9791124274705,5,0.66,0.49,0.82
9791124274705,6,0.66,0.49,0.82
9791124274705,7,0.7,0.52,0.87
9791124274705,8,0.7,0.52,0.87
9791124274705,9,0.67,0.5,0.84
9791124274705,10,0.67,0.5,0.84
9791124274705,11,0.66,0.49,0.82
9791124274705,12,0.66,0.49,0.82
9791124274705,13,0.76,0.57,0.95
9791124274705,14,0.76,0.57,0.95
9791124274705,15,4.81,3.61,6.02
9791124274705,16,4.81,3.61,6.02
9791124274712,1,0.7,0.52,0.87
9791124274712,2,0.7,0.52,0.87
9791124274712,3,0.67,0.5,0.84
9791124274712,4,0.67,0.5,0.84
9791124274712,5,0.66,0.49,0.82
9791124274712,6,0.66,0.49,0.82
9791124274712,7,0.7,0.52,0.87
9791124274712,8,0.7,0.52,0.87
9791124274712,9,0.67,0.5,0.84
9791124274712,10,0.67,0.5,0.84
9791124274712,11,0.66,0.49,0.82
9791124274712,12,0.66,0.49,0.82
9791124274712,13,0.76,0.57,0.95
9791124274712,14,0.76,0.57,0.95
9791124274712,15,4.81,3.61,6.02
9791124274712,16,4.81,3.61,6.02
9791124274729,1,13.37,10.03,16.71
9791124274729,2,13.55,10.16,16.94
9791124274729,3,13.39,10.04,16.74
9791124274729,4,13.01,9.76,16.26
9791124274729,5,12.31,9.23,15.39
9791124274729,6,12.94,9.71,16.18
9791124274729,7,13.82,10.36,17.27
9791124274729,8,13.16,9.87,16.45
9791124274729,9,13.28,9.96,16.6
9791124274729,10,12.06,9.05,15.08
9791124274729,11,13.12,9.84,16.4
9791124274729,12,11.37,8.53,14.21
9791124274729,13,14.3,10.73,17.88
9791124274729,14,15.22,11.41,19.02
9791124274729,15,92.88,69.66,116.1
9791124274729,16,92.02,69.02,115.03
9791124274736,1,0.7,0.52,0.87
9791124274736,2,0.7,0.52,0.87
9791124274736,3,0.67,0.5,0.84
9791124274736,4,0.67,0.5,0.84
9791124274736,5,0.66,0.49,0.82
9791124274736,6,0.66,0.49,0.82
9791124274736,7,0.7,0.52,0.87
9791124274736,8,0.7,0.52,0.87
9791124274736,9,0.67,0.5,0.84
9791124274736,10,0.67,0.5,0.84
9791124274736,11,0.66,0.49,0.82
9791124274736,12,0.66,0.49,0.82
9791124274736,13,0.76,0.57,0.95
9791124274736,14,0.76,0.57,0.95
9791124274736,15,4.81,3.61,6.02
9791124274736,16,4.81,3.61,6.02
9791124274743,1,0.7,0.52,0.87
9791124274743,2,0.7,0.52,0.87
9791124274743,3,0.67,0.5,0.84
9791124274743,4,0.67,0.5,0.84
9791124274743,5,0.66,0.49,0.82
9791124274743,6,0.66,0.49,0.82
9791124274743,7,0.7,0.52,0.87
9791124274743,8,0.7,0.52,0.87
9791124274743,9,0.67,0.5,0.84
9791124274743,10,0.67,0.5,0.84
9791124274743,11,0.66,0.49,0.82
9791124274743,12,0.66,0.49,0.82
9791124274743,13,0.76,0.57,0.95
9791124274743,14,0.76,0.57,0.95
9791124274743,15,4.81,3.61,6.02
9791124274743,16,4.81,3.61,6.02
9791124274750,1,0.7,0.52,0.87
9791124274750,2,0.7,0.52,0.87
9791124274750,3,0.67,0.5,0.84
9791124274750,4,0.67,0.5,0.84
9791124274750,5,0.66,0.49,0.82
9791124274750,6,0.66,0.49,0.82
9791124274750,7,0.7,0.52,0.87
9791124274750,8,0.7,0.52,0.87
9791124274750,9,0.67,0.5,0.84
9791124274750,10,0.67,0.5,0.84
9791124274750,11,0.66,0.49,0.82
9791124274750,12,0.66,0.49,0.82
9791124274750,13,0.76,0.57,0.95
9791124274750,14,0.76,0.57,0.95
9791124274750,15,4.81,3.61,6.02
9791124274750,16,4.81,3.61,6.02
9791124274767,1,0.7,0.52,0.87
9791124274767,2,0.7,0.52,0.87
9791124274767,3,0.67,0.5,0.84
9791124274767,4,0.67,0.5,0.84
9791124274767,5,0.66,0.49,0.82
9791124274767,6,0.66,0.49,0.82
9791124274767,7,0.7,0.52,0.87
9791124274767,8,0.7,0.52,0.87
9791124274767,9,0.67,0.5,0.84
9791124274767,10,0.67,0.5,0.84
9791124274767,11,0.66,0.49,0.82
9791124274767,12,0.14,0.11,0.18
9791124274767,13,0.76,0.57,0.95
9791124274767,14,0.76,0.57,0.95
9791124274767,15,4.81,3.61,6.02
9791124274767,16,4.3,3.22,5.37
9791124309032,1,0.7,0.52,0.87
9791124309032,2,0.7,0.52,0.87
9791124309032,3,0.67,0.5,0.84
9791124309032,4,0.67,0.5,0.84
9791124309032,5,0.66,0.49,0.82
9791124309032,6,0.66,0.49,0.82
9791124309032,7,0.7,0.52,0.87
9791124309032,8,0.7,0.52,0.87
9791124309032,9,0.67,0.5,0.84
9791124309032,10,0.67,0.5,0.84
9791124309032,11,0.66,0.49,0.82
9791124309032,12,0.66,0.49,0.82
9791124309032,13,0.76,0.57,0.95
9791124309032,14,0.76,0.57,0.95
9791124309032,15,4.81,3.61,6.02
9791124309032,16,4.81,3.61,6.02
9791124336168,1,0.7,0.52,0.87
9791124336168,2,0.7,0.52,0.87
9791124336168,3,0.67,0.5,0.84
9791124336168,4,0.67,0.5,0.84
9791124336168,5,0.66,0.49,0.82
9791124336168,6,0.66,0.49,0.82
9791124336168,7,0.7,0.52,0.87
9791124336168,8,0.7,0.52,0.87
9791124336168,9,0.67,0.5,0.84
9791124336168,10,0.67,0.5,0.84
9791124336168,11,0.66,0.49,0.82
9791124336168,12,0.66,0.49,0.82
9791124336168,13,0.76,0.57,0.95
9791124336168,14,0.76,0.57,0.95
9791124336168,15,4.81,3.61,6.02
9791124336168,16,4.81,3.61,6.02
9791124336830,1,0.7,0.52,0.87
9791124336830,2,0.7,0.52,0.87
9791124336830,3,0.67,0.5,0.84
9791124336830,4,0.67,0.5,0.84
9791124336830,5,0.66,0.49,0.82
9791124336830,6,0.66,0.49,0.82
9791124336830,7,0.7,0.52,0.87
9791124336830,8,0.7,0.52,0.87
9791124336830,9,0.67,0.5,0.84
9791124336830,10,0.67,0.5,0.84
9791124336830,11,0.66,0.49,0.82
9791124336830,12,0.66,0.49,0.82
9791124336830,13,0.76,0.57,0.95
9791124336830,14,0.76,0.57,0.95
9791124336830,15,4.81,3.61,6.02
9791124336830,16,4.81,3.61,6.02
9791124370056,1,0.7,0.52,0.87
9791124370056,2,0.7,0.52,0.87
9791124370056,3,0.67,0.5,0.84
9791124370056,4,0.67,0.5,0.84
9791124370056,5,0.66,0.49,0.82
9791124370056,6,0.66,0.49,0.82
9791124370056,7,0.7,0.52,0.87
9791124370056,8,0.7,0.52,0.87
9791124370056,9,0.67,0.5,0.84
9791124370056,10,0.67,0.5,0.84
9791124370056,11,0.66,0.49,0.82
9791124370056,12,0.66,0.49,0.82
9791124370056,13,0.76,0.57,0.95
9791124370056,14,0.76,0.57,0.95
9791124370056,15,4.81,3.61,6.02
9791124370056,16,4.81,3.61,6.02
9791124370438,1,0.7,0.52,0.87
9791124370438,2,0.7,0.52,0.87
9791124370438,3,0.67,0.5,0.84
9791124370438,4,0.67,0.5,0.84
9791124370438,5,0.66,0.49,0.82
9791124370438,6,0.66,0.49,0.82
9791124370438,7,0.7,0.52,0.87
9791124370438,8,0.7,0.52,0.87
9791124370438,9,0.67,0.5,0.84
9791124370438,10,0.67,0.5,0.84
9791124370438,11,0.66,0.49,0.82
9791124370438,12,0.66,0.49,0.82
9791124370438,13,0.76,0.57,0.95
9791124370438,14,0.76,0.57,0.95
9791124370438,15,4.81,3.61,6.02
9791124370438,16,4.81,3.61,6.02
9791124370506,1,0.7,0.52,0.87
9791124370506,2,0.7,0.52,0.87
9791124370506,3,0.67,0.5,0.84
9791124370506,4,0.67,0.5,0.84
9791124370506,5,0.66,0.49,0.82
9791124370506,6,0.29,0.21,0.36
9791124370506,7,0.7,0.52,0.87
9791124370506,8,0.7,0.52,0.87
9791124370506,9,0.67,0.5,0.84
9791124370506,10,0.67,0.5,0.84
9791124370506,11,0.66,0.49,0.82
9791124370506,12,0.66,0.49,0.82
9791124370506,13,0.76,0.57,0.95
9791124370506,14,0.76,0.57,0.95
9791124370506,15,4.44,3.33,5.55
9791124370506,16,4.81,3.61,6.02
9791124370704,1,0.7,0.52,0.87
9791124370704,2,0.7,0.52,0.87
9791124370704,3,0.67,0.5,0.84
9791124370704,4,0.67,0.5,0.84
9791124370704,5,0.66,0.49,0.82
9791124370704,6,0.66,0.49,0.82
9791124370704,7,0.71,0.54,0.89
9791124370704,8,0.7,0.52,0.87
9791124370704,9,0.67,0.5,0.84
9791124370704,10,0.67,0.5,0.84
9791124370704,11,0.66,0.49,0.82
9791124370704,12,0.66,0.49,0.82
9791124370704,13,0.76,0.57,0.95
9791124370704,14,0.76,0.57,0.95
9791124370704,15,4.81,3.61,6.02
9791124370704,16,4.83,3.62,6.04
9791124447086,1,0.7,0.52,0.87
9791124447086,2,0.7,0.52,0.87
9791124447086,3,0.67,0.5,0.84
9791124447086,4,0.67,0.5,0.84
9791124447086,5,0.66,0.49,0.82
9791124447086,6,0.66,0.49,0.82
9791124447086,7,0.14,0.11,0.18
9791124447086,8,0.7,0.52,0.87
9791124447086,9,0.67,0.5,0.84
9791124447086,10,0.67,0.5,0.84
9791124447086,11,0.29,0.21,0.36
9791124447086,12,0.66,0.49,0.82
9791124447086,13,0.76,0.57,0.95
9791124447086,14,0.76,0.57,0.95
9791124447086,15,4.81,3.61,6.02
9791124447086,16,3.88,2.91,4.86
9791124468074,1,0.7,0.52,0.87
9791124468074,2,0.7,0.52,0.87
9791124468074,3,0.67,0.5,0.84
9791124468074,4,0.67,0.5,0.84
9791124468074,5,0.66,0.49,0.82
9791124468074,6,0.66,0.49,0.82
9791124468074,7,0.7,0.52,0.87
9791124468074,8,0.7,0.52,0.87
9791124468074,9,0.67,0.5,0.84
9791124468074,10,0.67,0.5,0.84
9791124468074,11,0.66,0.49,0.82
9791124468074,12,0.66,0.49,0.82
9791124468074,13,0.76,0.57,0.95
9791124468074,14,0.76,0.57,0.95
9791124468074,15,4.81,3.61,6.02
9791124468074,16,4.81,3.61,6.02
9791124468128,1,0.7,0.52,0.87
9791124468128,2,0.7,0.52,0.87
9791124468128,3,0.67,0.5,0.84
9791124468128,4,0.67,0.5,0.84
9791124468128,5,0.66,0.49,0.82
9791124468128,6,0.66,0.49,0.82
